title,budget,revenue,runtime,genres,release_date,production_companies,director
Colombiana,40000000,71508440,108,"Action, Thriller, Crime, Drama",2011-07-27,"A.J.O.Z. Films, EuropaCorp, Grive Productions, CinéCinéma, Canal+, TF1 Films Production",Olivier Megaton
2012,200000000,791217826,158,"Action, Adventure, Science Fiction",2009-10-10,"Columbia Pictures, Centropolis Entertainment, Farewell Productions, The Mark Gordon Company",Roland Emmerich
Tomorrowland,190000000,209200000,130,"Adventure, Family, Mystery, Science Fiction",2015-05-19,"Walt Disney Pictures, A113",Brad Bird
Fantastic Four: Rise of the Silver Surfer,130000000,301913131,92,"Science Fiction, Adventure, Action",2007-06-13,"1492 Pictures, Bernd Eichinger Productions, 20th Century Fox, Constantin Film, Marvel Studios, Ingenious Film Partners",Tim Story
Sicario: Day of the Soldado,35000000,75836683,122,"Action, Crime, Thriller",2018-06-27,"Thunder Road, Black Label Media, Columbia Pictures, Lionsgate, Redrum",Stefano Sollima
The Jungle Book,175000000,966550600,106,"Family, Adventure, Drama, Fantasy",2016-04-07,"Walt Disney Pictures, Fairview Entertainment, Moving Picture Company",Jon Favreau
Fifty Shades Darker,55000000,381545846,118,"Drama, Romance",2017-02-08,"Universal Pictures, Michael De Luca Productions, dentsu, Fuji Television Network, Perfect World Pictures",James Foley
A Nightmare on Elm Street,1800000,57004513,91,Horror,1984-11-09,"New Line Cinema, Smart Egg Pictures, Media Home Entertainment, Cinema 84, The Elm Street Venture",Wes Craven
Bumblebee,135000000,467989645,113,"Action, Adventure, Science Fiction",2018-11-22,"Paramount Pictures, Allspark Pictures, Bay Films, di Bonaventura Pictures, DeSanto/Murphy Productions, Tencent Pictures",Travis Knight
Monsters University,200000000,743600000,104,"Animation, Family",2013-06-19,"Pixar, Walt Disney Pictures",Dan Scanlon
The Bad Guys,80000000,250162278,100,"Family, Comedy, Crime, Adventure, Animation",2022-03-17,DreamWorks Animation,Pierre Perifel
Miracles from Heaven,16000000,74000000,119,"Family, Drama",2016-03-17,"Columbia Pictures, Affirm Films, Roth Films, Franklin Entertainment, Sony Pictures",Patricia Riggen
Hotel Transylvania 3: Summer Vacation,80000000,528600000,97,"Animation, Comedy, Family, Fantasy",2018-06-28,"Columbia Pictures, Sony Pictures Animation, MRC",Genndy Tartakovsky
A Bronx Tale,22000000,17287898,121,"Drama, Crime",1993-10-01,"Price Entertainment, Penta Entertainment, Tribeca Productions",Robert De Niro
The Bible: In the Beginning...,16500000,34900000,175,"Adventure, History, Drama",1966-09-28,"Thalia AG, DDL Cinematografica, Seven Arts Productions, 20th Century Fox",John Huston
Serendipity,28000000,77516304,90,"Comedy, Romance",2001-10-05,"Tapestry Films, Miramax, Simon Fields Productions",Peter Chelsom
Serendipity,28000000,77516304,90,"Comedy, Romance",2001-10-05,"Tapestry Films, Miramax, Simon Fields Productions",Peter Chelsom
L2: Empuraan,21035003,23372226,179,"Action, Crime, Thriller",2025-03-27,"Aashirvad Cinemas, Lyca Productions, Sree Gokulam Movies",Prithviraj Sukumaran
"Crazy, Stupid, Love.",50000000,145079584,118,"Comedy, Drama, Romance",2011-07-29,Warner Bros. Pictures,Glenn Ficarra
Nymphomaniac: Vol. II,2350000,4934725,124,"Drama, Mystery",2013-12-25,"Zentropa Entertainments, ARTE France Cinéma, Caviar, Slot Machine, Zentropa International Köln, Zentropa International France, Zenbelgie BVBA",Lars von Trier
MaXXXine,1000000,22057160,103,"Horror, Thriller, Crime",2024-07-04,"A24, Motel Mojave, Access Entertainment",Ti West
Dead Poets Society,16400000,235900000,128,Drama,1989-06-02,"A Steven Haft Production, Witt/Thomas Productions",Peter Weir
Solo: A Star Wars Story,250000000,392952373,135,"Science Fiction, Adventure, Action",2018-05-15,Lucasfilm Ltd.,Ron Howard
Monster House,75000000,140175006,91,"Animation, Comedy, Family, Fantasy",2006-06-30,"ImageMovers, Amblin Entertainment",Gil Kenan
Argylle,200000000,96221061,139,"Action, Adventure, Comedy, Thriller",2024-01-31,"Marv, Apple Studios, Cloudy Productions",Matthew Vaughn
Ted,50000000,549368315,107,"Comedy, Fantasy",2012-06-29,"Universal Pictures, MRC, Fuzzy Door, Bluegrass Films, Smart Entertainment",Seth MacFarlane
Captain America: The Winter Soldier,170000000,714766572,136,"Action, Adventure, Science Fiction",2014-03-20,Marvel Studios,Joe Russo
Alvin and the Chipmunks,60000000,361366633,92,"Comedy, Family, Fantasy",2007-12-13,"Fox 2000 Pictures, Regency Enterprises, Bagdasarian Productions, Dune Entertainment, 20th Century Fox",Tim Hill
The Expendables,80000000,274470394,103,"Thriller, Adventure, Action",2010-08-07,"Nimar Studios, Rogue Marble, Millennium Media, Nu Image, Lionsgate",Sylvester Stallone
Beetlejuice,15000000,84554197,92,"Fantasy, Comedy",1988-03-30,"Warner Bros. Pictures, Geffen Pictures",Tim Burton
Jennifer's Body,16000000,31556061,107,"Horror, Comedy",2009-09-18,"Fox Atomic, Dubiecki/Novick/Reitman Productions, Dune Entertainment",Karyn Kusama
American Pie,11000000,235483004,95,"Comedy, Romance",1999-07-09,"Universal Pictures, Newmarket Capital Group, Zide-Perry Productions",Paul Weitz
Kill Bill: Vol. 2,30000000,152159461,136,"Action, Crime, Thriller",2004-04-16,"Super Cool ManChu, Miramax, A Band Apart",Quentin Tarantino
A Haunted House 2,4000000,25343661,87,"Comedy, Horror",2014-04-17,"Automatik Entertainment, IM Global Octane, Wayans Bros. Entertainment, Endgame Entertainment",Michael Tiddes
Casino Royale,150000000,599045960,144,"Adventure, Action, Thriller",2006-11-14,"Metro-Goldwyn-Mayer, Columbia Pictures, EON Productions, Danjaq, Casino Royale Productions",Martin Campbell
Creed II,50000000,214200000,130,"Drama, Action",2018-11-21,"Metro-Goldwyn-Mayer, New Line Cinema, Chartoff-Winkler Productions",Steven Caple Jr.
Nope,68000000,170823080,130,"Horror, Mystery, Science Fiction, Thriller",2022-07-20,"Monkeypaw Productions, Universal Pictures",Jordan Peele
We're the Millers,37000000,270000000,110,"Comedy, Crime",2013-08-07,"New Line Cinema, Newman/Tooley Films, Bad Version, Slap Happy Productions, Heyday Films, BenderSpink, Warner Bros. Pictures",Rawson Marshall Thurber
Ghost in the Shell,3000000,10000000,83,"Action, Animation, Science Fiction",1995-11-18,"Bandai Visual, Production I.G, Kodansha, Manga Entertainment",Mamoru Oshii
Shaun of the Dead,6000000,39396175,99,"Horror, Comedy",2004-04-09,"WT² Productions, Big Talk Studios",Edgar Wright
The Goonies,19000000,61389680,114,"Adventure, Comedy, Family",1985-06-07,"Amblin Entertainment, Warner Bros. Pictures",Richard Donner
The Twilight Saga: New Moon,50000000,709827462,131,"Adventure, Fantasy, Drama, Romance",2009-11-18,"Summit Entertainment, Temple Hill Entertainment, Maverick Films, Imprint Entertainment, Sunswept Entertainment",Chris Weitz
The Mist,18000000,57470220,126,"Horror, Science Fiction, Thriller",2007-11-21,"Darkwoods Productions, Dimension Films, The Weinstein Company, Metro-Goldwyn-Mayer",Frank Darabont
Little Women,40000000,216600000,135,"Drama, Romance, History",2019-12-25,"Columbia Pictures, Regency Enterprises, Pascal Pictures",Greta Gerwig
Die Hard,28000000,140767956,132,"Action, Thriller",1988-07-15,"Gordon Company, Silver Pictures, 20th Century Fox",John McTiernan
Arthur the King,19000000,40829138,107,"Adventure, Drama",2024-03-15,"Entertainment One, Tucker Tooley Entertainment, Municipal Pictures, Atmosphere Entertainment MM",Simon Cellan Jones
"I, Robot",120000000,347234916,115,"Action, Science Fiction",2004-07-15,"Davis Entertainment, Laurence Mark Productions, Canlaws Productions, 20th Century Fox, Overbrook Entertainment, Mediastream Vierte Film GmbH & Co. Vermarktungs KG",Alex Proyas
Captain America: The First Avenger,140000000,370569774,124,"Action, Adventure, Science Fiction",2011-07-22,"Marvel Studios, Marvel Entertainment",Joe Johnston
There Will Be Blood,25000000,77208711,158,Drama,2007-12-26,"Paramount Vantage, Miramax, JoAnne Sellar Productions, Ghoulardi Film Company",Paul Thomas Anderson
Godzilla: King of the Monsters,170000000,387300138,132,"Science Fiction, Action",2019-05-29,"Legendary Pictures, Huahua Media, TOHO",Michael Dougherty
Taken 3,48000000,325800000,109,"Thriller, Action",2014-12-16,"EuropaCorp, 20th Century Fox, M6 Films, TSG Entertainment, Meñakoz Films",Olivier Megaton
Tombstone,25000000,56500000,130,"Western, Action",1993-12-25,"Cinergi Pictures, Hollywood Pictures, Alphaville Films",George P. Cosmatos
Indiana Jones and the Last Crusade,48000000,474171806,127,"Adventure, Action",1989-05-24,"Paramount Pictures, Lucasfilm Ltd.",Steven Spielberg
City of God,3300000,30641770,129,"Drama, Crime",2002-08-30,"O2 Filmes, VideoFilmes, Wild Bunch, Hank Levine Film & Music, Globo Filmes, Lumière",Fernando Meirelles
Incendies,6800000,6788659,131,"Drama, War, Mystery",2010-09-17,"TS Productions, Phi Group, micro_scope",Denis Villeneuve
Miss Peregrine's Home for Peculiar Children,110000000,296482446,127,"Fantasy, Adventure, Drama, Family, Thriller",2016-09-27,"Chernin Entertainment, Tim Burton Productions, TSG Entertainment, 20th Century Fox",Tim Burton
The Fire Inside,12000000,8104331,109,"History, Drama",2024-12-25,"Metro-Goldwyn-Mayer, Michael De Luca Productions, PASTEL",Rachel Morrison
Gravity,105000000,723192705,91,"Science Fiction, Thriller, Drama",2013-10-03,"Esperanto Filmoj, Warner Bros. Pictures, Heyday Films",Alfonso Cuarón
Creed III,75000000,275300000,116,"Drama, Action",2023-03-01,"Metro-Goldwyn-Mayer, Chartoff-Winkler Productions, Proximity Media, Outlier Society",Michael B. Jordan
The Iron Claw,15900000,40130232,132,"History, Drama",2023-12-21,"A24, BBC Film, Access Entertainment, House Productions",Sean Durkin
Mortal Kombat,20000000,84426031,110,"Action, Fantasy, Adventure",2021-04-07,"Atomic Monster, Broken Road Productions, New Line Cinema",Simon McQuoid
The Game,50000000,109423648,129,"Drama, Thriller, Mystery",1997-09-12,"PolyGram Filmed Entertainment, Propaganda Films",David Fincher
After We Collided,14000000,47990414,105,"Romance, Drama",2020-09-02,"Voltage Pictures, Offspring Entertainment, Frayed Pages Entertainment, Wattpad",Roger Kumble
Madagascar 3: Europe's Most Wanted,145000000,746921274,93,"Animation, Family, Comedy, Adventure",2012-06-06,"DreamWorks Animation, Paramount Pictures, Pacific Data Images",Eric Darnell
After Everything,14000000,10644463,93,"Romance, Drama",2023-09-13,"Voltage Pictures, Wattpad",Castille Landon
Knight and Day,117000000,261989769,109,"Action, Comedy",2010-06-15,"Pink Machine, Tree Line Films, Dune Entertainment, Regency Enterprises, 20th Century Fox",James Mangold
Air,80000000,90100000,111,"Drama, History",2023-04-05,"Amazon Studios, Skydance Sports, Mandalay Pictures, Artists Equity",Ben Affleck
The Pope's Exorcist,18000000,76987621,103,"Horror, Thriller",2023-04-05,"Screen Gems, 2.0 Entertainment, Loyola Productions",Julius Avery
Dark Phoenix,200000000,252442974,114,"Science Fiction, Action, Adventure",2019-06-05,"Genre Films, Hutch Parker Entertainment, 20th Century Fox, TSG Entertainment, Marvel Entertainment",Simon Kinberg
Dawn of the Planet of the Apes,170000000,710644566,130,"Science Fiction, Action, Drama, Thriller",2014-07-08,"TSG Entertainment, Chernin Entertainment, Ingenious Media, 20th Century Fox",Matt Reeves
Wreck-It Ralph,165000000,471222889,101,"Family, Animation, Comedy, Adventure",2012-11-01,"Walt Disney Animation Studios, Walt Disney Pictures",Rich Moore
The Black Phone,16000000,161440742,103,"Horror, Thriller",2022-06-17,"Blumhouse Productions, Crooked Highway",Scott Derrickson
Robots,75000000,262511490,90,"Animation, Comedy, Family, Science Fiction",2005-03-10,"Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",Chris Wedge
The Fate of the Furious,250000000,1236000000,136,"Action, Crime, Thriller",2017-04-12,"Original Film, One Race, Universal Pictures",F. Gary Gray
The Spiderwick Chronicles,90000000,164200000,95,"Family, Adventure, Fantasy, Drama",2008-02-14,"Paramount Pictures, The Kennedy/Marshall Company, Nickelodeon Movies",Mark Waters
It's a Wonderful Life,3180000,9644124,130,"Drama, Family, Fantasy",1946-12-20,Liberty Films,Frank Capra
300: Rise of an Empire,110000000,337580051,102,"Action, Drama, War",2014-03-05,"Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Nimar Studios, Warner Bros. Pictures, Cruel & Unusual Films",Noam Murro
Little Man,64000000,101600000,98,"Comedy, Crime",2006-08-31,"Wayans Bros. Entertainment, Revolution Studios",Keenen Ivory Wayans
It Follows,2300000,23374076,101,"Horror, Mystery",2015-02-04,"Two Flints, Northern Lights Films, Animal Kingdom",David Robert Mitchell
Cloverfield,25000000,170764026,84,"Action, Thriller, Science Fiction",2008-01-15,Bad Robot,Matt Reeves
Ant-Man,130000000,519311965,117,"Science Fiction, Action, Adventure",2015-07-14,Marvel Studios,Peyton Reed
Norbit,10000000,159814490,102,Comedy,2007-02-08,"Tollin/Robbins Productions, Davis Entertainment, DreamWorks Pictures, Eddie Murphy Productions",Brian Robbins
Saw,1200000,104004218,103,"Horror, Mystery, Crime",2004-10-01,"Twisted Pictures, Evolution Entertainment, Saw Productions Inc.",James Wan
13 Hours: The Secret Soldiers of Benghazi,50000000,69411370,144,"War, Action, History, Drama, Thriller",2016-01-14,"Paramount Pictures, 3 Arts Entertainment, Bay Films",Michael Bay
Armageddon,140000000,553799566,151,"Action, Thriller, Science Fiction, Adventure",1998-07-01,"Touchstone Pictures, Jerry Bruckheimer Films, Valhalla Motion Pictures",Michael Bay
The Sound of Music,8200000,286214286,174,"Drama, Family, Music, Romance",1965-03-02,"Robert Wise Productions, Argyle Enterprises, 20th Century Fox",Robert Wise
Suicide Squad,175000000,749200054,122,"Action, Adventure, Fantasy",2016-08-03,"Warner Bros. Pictures, RatPac Entertainment, DC Films, Atlas Entertainment",David Ayer
The Ring,48000000,249348933,115,"Horror, Mystery",2002-10-18,"DreamWorks Pictures, BenderSpink, Parkes/MacDonald Productions",Gore Verbinski
Guardians of the Galaxy,170000000,772776600,121,"Action, Science Fiction, Adventure",2014-07-30,Marvel Studios,James Gunn
X-Men: Apocalypse,178000000,543934787,144,"Action, Adventure, Science Fiction, Fantasy",2016-05-18,"The Donners' Company, Bad Hat Harry Productions, Genre Films, Hutch Parker Entertainment, 20th Century Fox, Marvel Entertainment, TSG Entertainment",Bryan Singer
The Nice Guys,50000000,71261763,116,"Comedy, Crime, Action",2016-05-15,"Silver Pictures, Waypoint Entertainment",Shane Black
Madea Goes to Jail,17500000,90508336,102,"Comedy, Crime, Drama",2009-02-20,Tyler Perry Studios,Tyler Perry
Lolita,62000000,1100000,137,"Drama, Romance",1997-09-27,"Pathé, Lolita Productions",Adrian Lyne
Scream 3,40000000,161834276,116,"Horror, Mystery",2000-02-04,"Dimension Films, Konrad Pictures, Craven-Maddalena Films",Wes Craven
V for Vendetta,54000000,134686457,132,"Action, Thriller, Science Fiction",2006-02-23,"Virtual Studios, Anarchos Productions, Silver Pictures, Fünfte Babelsberg Film, Warner Bros. Productions, DC Vertigo",James McTeigue
Mean Girls,36000000,104573204,113,Comedy,2024-01-10,"Little Stranger, Broadway Video, Paramount Pictures",Arturo Perez Jr.
Mavka: The Forest Song,5000000,17974964,99,"Animation, Adventure, Family, Fantasy",2023-03-02,"Animagrad Animation Studio, 3Beep, FILM.UA Group",Oleg Malamuzh
Wonder,20000000,315025930,113,"Drama, Family",2017-11-13,"Lionsgate, Participant, Walden Media, Mandeville Films, TIK Films",Stephen Chbosky
Spirit: Stallion of the Cimarron,80000000,122563539,83,"Animation, Adventure, Family, Drama, Western, Romance",2002-05-24,"DreamWorks Animation, DreamWorks Pictures",Kelly Asbury
Prometheus,130000000,403354469,124,"Science Fiction, Adventure, Mystery",2012-05-30,"Dune Entertainment, 20th Century Fox, Brandywine Productions, Scott Free Productions",Ridley Scott
After Ever Happy,14000000,19238073,95,"Romance, Drama",2022-08-24,"Voltage Pictures, Wattpad, Vertical, Ethea Entertainment, CalMaple Films",Castille Landon
No Time to Die,250000000,774153024,163,"Action, Thriller, Adventure",2021-09-29,"EON Productions, Metro-Goldwyn-Mayer",Cary Joji Fukunaga
Megamind,130000000,321885765,96,"Animation, Action, Comedy, Family, Science Fiction",2010-10-28,"DreamWorks Animation, Pacific Data Images",Tom McGrath
The Day After Tomorrow,125000000,552639571,123,"Action, Adventure, Science Fiction, Thriller",2004-05-26,"20th Century Fox, Centropolis Entertainment, Lionsgate, The Mark Gordon Company",Roland Emmerich
Contact,90000000,171120329,150,"Drama, Science Fiction, Mystery",1997-07-11,"South Side Amusement Company, Warner Bros. Pictures",Robert Zemeckis
Pitch Perfect 2,29000000,287144079,115,"Comedy, Music",2015-05-07,"Brownstone Productions, Gold Circle Films, Universal Pictures",Elizabeth Banks
Fantastic Beasts: The Secrets of Dumbledore,200000000,407200000,142,"Fantasy, Adventure",2022-04-06,"Warner Bros. Pictures, Heyday Films",David Yates
Lawrence of Arabia,15000000,69995385,228,"Adventure, History, War",1962-12-11,Horizon Pictures,David Lean
Eat Pray Love,60000000,204594016,133,"Drama, Romance",2010-08-12,"Red Om Films, Columbia Pictures, Plan B Entertainment",Ryan Murphy
Indiana Jones and the Temple of Doom,28000000,333000000,118,"Adventure, Action",1984-05-23,"Paramount Pictures, Lucasfilm Ltd.",Steven Spielberg
Ghostbusters,30000000,296578797,107,"Comedy, Fantasy",1984-06-08,"Columbia Pictures, Delphi Films, Black Rhino Productions",Ivan Reitman
The Impossible,45000000,198100000,114,"Drama, Thriller, History",2012-09-09,"Summit Entertainment, Apaches Films, Mediaset España, Telecinco Cinema",J.A. Bayona
Independence Day,75000000,817400891,145,"Action, Adventure, Science Fiction",1996-06-25,"20th Century Fox, Centropolis Entertainment",Roland Emmerich
The Secret Life of Pets 2,80000000,429434163,86,"Adventure, Animation, Comedy, Family",2019-05-24,"Universal Pictures, Illumination",Chris Renaud
Scouts Guide to the Zombie Apocalypse,15000000,14900000,93,"Comedy, Horror",2015-10-23,"Broken Road Productions, Brucks Entertainment, Oops Doughnuts Productions",Christopher Landon
The 5th Wave,38000000,109906372,112,"Science Fiction, Adventure, Action",2016-01-14,"LStar Capital, Columbia Pictures, GK Films, Material Pictures",J Blakeson
Jesus Christ Superstar,3500000,24593103,108,"Music, Drama",1973-08-15,Universal Pictures,Norman Jewison
Waiting...,3000000,18637690,94,"Comedy, Romance",2005-10-07,"LIFT Productions, Eden Rock Media, Lions Gate Films",Rob McKittrick
Passengers,110000000,303144152,116,"Drama, Romance, Science Fiction",2016-12-21,"Columbia Pictures, Village Roadshow Pictures, Original Film, Company Films, Start Motion Pictures, LStar Capital, Wanda Pictures",Morten Tyldum
Skyfall,200000000,1108594176,143,"Action, Adventure, Thriller",2012-10-24,"Metro-Goldwyn-Mayer, EON Productions, Danjaq, Columbia Pictures",Sam Mendes
Watchmen,130000000,185258983,163,"Mystery, Action, Science Fiction",2009-03-04,"Warner Bros. Pictures, Paramount Pictures, Legendary Pictures, DC, Lawrence Gordon Productions, Lloyd Levin Productions",Zack Snyder
War Dogs,50000000,86234523,114,"Comedy, Crime, Drama",2016-08-18,"The Mark Gordon Company, Joint Effort, RatPac Entertainment",Todd Phillips
Spectre,245000000,880707597,148,"Action, Adventure, Thriller",2015-10-26,"Metro-Goldwyn-Mayer, Columbia Pictures, EON Productions, Danjaq, B24",Sam Mendes
The Mummy Returns,98000000,443280904,130,"Adventure, Action, Fantasy",2001-05-04,"Universal Pictures, Alphaville Films",Stephen Sommers
Lion,12000000,140312928,118,Drama,2016-11-24,"The Weinstein Company, See-Saw Films, Screen Australia, Aquarius Films, Sunstar Entertainment",Garth Davis
The Gray Man,200000000,454023,129,"Action, Thriller",2022-07-13,"AGBO, Roth-Kirschenbaum Films",Joe Russo
Full Metal Jacket,30000000,46357676,117,"Drama, War",1987-06-26,"Natant, Stanley Kubrick Productions, Warner Bros. Pictures",Stanley Kubrick
[REC],1500000,32511655,78,"Horror, Mystery",2007-11-23,"Filmax, Castelao Productions, Canal+ España, TVE, ICO",Jaume Balagueró
Margin Call,3500000,19504039,108,"Thriller, Drama",2011-09-28,"Before the Door Pictures, Washington Square Films, Untitled Entertainment",J.C. Chandor
Batman & Robin,125000000,238207122,125,"Action, Science Fiction, Adventure",1997-06-20,"Warner Bros. Pictures, Polygram Pictures",Joel Schumacher
Pushpa 2 - The Rule,63000000,199000000,224,"Action, Drama, Thriller, Crime",2024-12-04,"Mythri Movie Makers, Sukumar Writings, CineSpare",Sukumar
Shark Tale,75000000,367300000,90,"Animation, Action, Comedy, Family",2004-09-20,DreamWorks Animation,Vicky Jenson
Before Sunrise,2500000,5987386,101,"Drama, Romance",1995-01-27,"Castle Rock Entertainment, Detour Filmproduction, Filmhaus Films",Richard Linklater
Project X,12000000,102731865,88,Comedy,2012-03-01,"Silver Pictures, Green Hat Films",Nima Nourizadeh
Ex Machina,15000000,36869414,108,"Drama, Science Fiction",2015-01-21,"DNA Films, Film4 Productions, IAC Films, Scott Rudin Productions",Alex Garland
Scary Movie 3,48000000,220673217,84,Comedy,2003-10-24,"Brad Grey Pictures, Dimension Films",David Zucker
Source Code,32000000,147332697,93,"Thriller, Science Fiction, Mystery",2011-03-30,"The Mark Gordon Company, Summit Entertainment, Vendôme Production",Duncan Jones
The Boy,10000000,73929392,98,"Horror, Mystery, Thriller",2016-01-22,"Lakeshore Entertainment, Vertigo Entertainment, STXfilms",William Brent Bell
G.I. Joe: Retaliation,130000000,371900000,110,"Action, Science Fiction, Adventure, Thriller",2013-03-27,"Paramount Pictures, Hasbro, di Bonaventura Pictures, Saints LA, Metro-Goldwyn-Mayer, Skydance Media",Jon M. Chu
Death on the Nile,90000000,137307235,127,"Mystery, Crime, Thriller",2022-02-09,"The Mark Gordon Company, Genre Films, 20th Century Studios, Scott Free Productions",Kenneth Branagh
Lost in Translation,4000000,119723856,102,"Drama, Romance, Comedy",2003-09-18,"American Zoetrope, Elemental Films",Sofia Coppola
The Devil's Advocate,57000000,153000000,144,"Drama, Mystery, Thriller, Horror",1997-10-17,"Monarchy Enterprises B.V., Regency Enterprises, Kopelson Entertainment, New Regency Pictures, Taurus Film, Warner Bros. Pictures",Taylor Hackford
Cruel Intentions,10500000,76347426,98,"Drama, Romance",1999-03-05,"Columbia Pictures, Newmarket Capital Group, Original Film, Neal H. Moritz Productions",Roger Kumble
It Chapter Two,79000000,473123154,169,"Horror, Thriller",2019-09-04,"New Line Cinema, Vertigo Entertainment, Double Dream, Rideback",Andy Muschietti
Tropic Thunder,92000000,195702811,107,"Action, Comedy, Adventure, War",2008-08-09,"DreamWorks Pictures, Red Hour, Goldcrest, Internationale Filmproduktion Stella-del-Süd",Ben Stiller
Rush Hour 3,140000000,258097122,90,"Action, Comedy, Crime",2007-08-08,"New Line Cinema, Roger Birnbaum Productions, Arthur Sarkissian Productions, Unlike Film Productions",Brett Ratner
The Hills Have Eyes,15000000,69623713,107,"Horror, Thriller",2006-03-10,"Fox Searchlight Pictures, Craven-Maddalena Films, Major Studio Partners, Dune Entertainment",Alexandre Aja
Trolls World Tour,90000000,49276818,91,"Family, Animation, Comedy, Fantasy, Adventure, Music",2020-03-11,"DreamWorks Animation, Universal Pictures, dentsu",Walt Dohrn
Monsters vs Aliens,175000000,381509870,94,"Animation, Family, Adventure, Science Fiction",2009-03-19,DreamWorks Animation,Rob Letterman
The Good Dinosaur,175000000,332207671,93,"Adventure, Animation, Family",2015-11-14,"Pixar, Walt Disney Pictures",Peter Sohn
Garfield,50000000,200800000,80,"Comedy, Family",2004-06-10,"Davis Entertainment, 20th Century Fox",Peter Hewitt
The Lighthouse,11000000,18262464,109,"Drama, Fantasy, Thriller",2019-10-18,"RT Features, New Regency Pictures, Parts & Labor, Maiden Voyage Pictures",Robert Eggers
Hellboy: The Crooked Man,20000000,2014050,100,"Fantasy, Horror, Action",2024-08-29,"Dark Horse Entertainment, Millennium Media, Telepool, Icon Productions",Brian Taylor
Need for Speed,66000000,203277636,131,"Action, Crime, Drama, Thriller",2014-03-12,"DreamWorks Pictures, Reliance Entertainment, Bandito Brothers, Mark Sourian Productions, John Gatins Productions, Touchstone Pictures, Electronic Arts",Scott Waugh
The Raid,1100000,9148519,101,"Action, Thriller, Crime",2012-03-22,"Celluloid Dreams, PT. Merantau Films, XYZ Films, Stage 6 Films",Gareth Evans
Jack the Giant Slayer,195000000,197700000,114,"Fantasy, Action, Adventure, Drama",2013-02-27,"New Line Cinema, Legendary Pictures, Original Film, Big Kid Pictures, Bad Hat Harry Productions, Warner Bros. Pictures",Bryan Singer
Jupiter Ascending,176000000,184000000,127,"Science Fiction, Fantasy, Action",2015-02-04,"Warner Bros. Pictures, Village Roadshow Pictures, RatPac Entertainment, Anarchos Productions",Lana Wachowski
The Core,60000000,74208267,136,"Science Fiction, Adventure, Thriller",2003-03-28,"Paramount Pictures, David Foster Productions, HorsePower Entertainment, Core Productions, LivePlanet, Munich Film Partners New Century & Company (MFP) Core Productions",Jon Amiel
RRR,69000000,160000000,185,"Action, Adventure, Drama",2022-03-24,DVV Entertainment,S. S. Rajamouli
Legends of the Fall,30000000,160638883,133,"Drama, Western, Romance, War, Action",1994-12-23,"Bedford Falls Productions, TriStar Pictures, Pangaea",Edward Zwick
Memories of Murder,2800000,26000000,131,"Crime, Drama, Thriller",2003-04-25,"CJ Entertainment, Muhan Investment, Sidus",Bong Joon Ho
Ford v Ferrari,97600000,225508210,153,"Drama, Action, History",2019-11-13,"20th Century Fox, TSG Entertainment, Chernin Entertainment, Turnpike Films",James Mangold
Love & Other Drugs,30000000,102800000,112,"Drama, Comedy, Romance",2010-11-04,"Fox 2000 Pictures, Regency Enterprises, New Regency Pictures, Stuber Pictures, Bedford Falls Productions, Dune Entertainment",Edward Zwick
Pan's Labyrinth,19000000,83258226,118,"Fantasy, Drama, War",2006-10-10,"Estudios Picasso, Esperanto Filmoj, Tequila Gang, Telecinco Cinema",Guillermo del Toro
Dawn of the Dead,26000000,102278712,101,"Action, Horror, Science Fiction",2004-03-19,"New Amsterdam Entertainment, Strike Entertainment, TOHO-TOWA, Universal Pictures, Cruel & Unusual Films, TOHO, Metropolitan Filmexport, Senator International",Zack Snyder
Sneakers,23000000,105232691,126,"Comedy, Crime, Drama",1992-09-09,Universal Pictures,Phil Alden Robinson
Pearl Harbor,140000000,449220945,183,"War, History, Romance, Drama, Action",2001-05-21,"Touchstone Pictures, Jerry Bruckheimer Films",Michael Bay
The Foreigner,35000000,145374099,113,"Action, Thriller, Crime",2017-09-28,"Sparkle Roll Media, STXfilms, Arthur Sarkissian Productions, The Entertainer Production Company, Orange Corp, Wanda Pictures, Huayi Brothers Pictures, Prosperity Pictures",Martin Campbell
The Town,37000000,154026136,125,"Crime, Drama, Thriller",2010-09-15,"Legendary Pictures, GK Films, Thunder Road, Warner Bros. Pictures",Ben Affleck
1917,100000000,394638258,119,"War, History, Thriller, Drama",2019-12-25,"DreamWorks Pictures, Reliance Entertainment, New Republic Pictures, Neal Street Productions, Mogambo Films, Amblin Partners",Sam Mendes
The Unbreakable Boy,6000000,2500000,109,"Drama, Family",2025-02-20,"Kingdom Story Company, Lionsgate, Wonder Project",Jon Gunn
A.I. Artificial Intelligence,100000000,235926552,146,"Drama, Science Fiction, Adventure",2001-06-29,"Warner Bros. Pictures, DreamWorks Pictures, Amblin Entertainment, Stanley Kubrick Productions",Steven Spielberg
Sniper: The White Raven,1000000,881,120,"War, Action, Drama",2022-05-03,UM Group,Marian Bushan
Teenage Mutant Ninja Turtles: Mutant Mayhem,75000000,180513586,100,"Animation, Comedy, Action, Science Fiction",2023-07-31,"Paramount Pictures, Nickelodeon Movies, Point Grey Pictures, Cinesite Animation, Mikros Animation",Jeff Rowe
